customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges,Charges_Monthly,Charges_Total
2926-JEJJC,No,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),"{'Monthly': 20.2, 'Total': '140.95'}",74.55,3015.75
2927-CVULT,No,Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),"{'Monthly': 104.05, 'Total': '5566.4'}",84.7,5991.05
2927-QRRQV,No,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,"{'Monthly': 94.65, 'Total': '4312.5'}",90.85,6470.1
2928-HLDBA,No,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 20.7, 'Total': '112.75'}",69.95,220.45
2929-ERCFZ,Yes,Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 94.2, 'Total': '777.3'}",110.05,7430.75
2929-QNSRW,Yes,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,"{'Monthly': 98.25, 'Total': '5508.35'}",89.5,573.3
2930-UOTMB,Yes,Female,0,No,No,31,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),"{'Monthly': 65.25, 'Total': '1994.3'}",92.0,6632.75
2931-FSOHN,No,Male,1,No,No,13,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,"{'Monthly': 59.9, 'Total': '788.35'}",86.15,5883.85
2931-SVLTV,No,Male,0,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 110.1, 'Total': '4469.1'}",99.2,4062.2
2931-VUVJN,No,Female,1,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,"{'Monthly': 94.05, 'Total': '5483.9'}",24.9,467.7
2931-XIQBR,No,Female,0,Yes,Yes,50,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,"{'Monthly': 103.05, 'Total': '5153.5'}",40.05,2799.75
2933-FILNV,Yes,Female,0,Yes,Yes,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,"{'Monthly': 24.4, 'Total': '36.55'}",71.05,1524.85
2933-XEUJM,No,Female,0,No,No,46,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,"{'Monthly': 79.2, 'Total': '3593.8'}",104.9,3351.55
2937-FTHUR,No,Female,0,No,Yes,18,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,"{'Monthly': 64.8, 'Total': '1166.7'}",103.95,2964.8
2946-KIQSP,No,Female,0,No,No,35,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,"{'Monthly': 33.45, 'Total': '1175.85'}",74.2,1993.25
2947-DOMLJ,Yes,Male,0,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,"{'Monthly': 50.6, 'Total': '50.6'}",95.15,2395.7
2951-QOQTK,Yes,Male,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),"{'Monthly': 80.8, 'Total': '332.45'}",98.8,5617.75
2952-QAYZF,Yes,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 85.3, 'Total': '424.15'}",103.65,5676.65
2954-PIBKO,No,Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),"{'Monthly': 64.15, 'Total': '4254.1'}",94.2,193.8
2955-BJZHG,Yes,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,"{'Monthly': 80.85, 'Total': '1400.85'}",20.7,39.85
2955-PSXOE,Yes,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 20.2, 'Total': '20.2'}",96.75,6125.4
2956-GGUCQ,Yes,Male,1,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 78.85, 'Total': '1772.25'}",20.0,377.55
2957-JIRMN,No,Female,1,No,No,62,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,"{'Monthly': 84.45, 'Total': '4959.15'}",75.3,2263.4
2957-LOLHO,Yes,Male,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 45.4, 'Total': '518.9'}",33.75,1009.25
2958-NHPPS,No,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,"{'Monthly': 20.85, 'Total': '473.9'}",81.7,858.6
2959-EEXWB,No,Female,0,Yes,Yes,45,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 50.9, 'Total': '2333.85'}",70.8,3478.15
2959-FENLU,No,Female,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 85.3, 'Total': '781.4'}",111.2,7530.8
2959-MJHIC,Yes,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,"{'Monthly': 80.35, 'Total': '307.4'}",86.15,2745.7
2960-NKRSO,No,Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 85.95, 'Total': '2107.15'}",75.1,2658.8
2961-VNFKL,No,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),"{'Monthly': 25.95, 'Total': '1801.9'}",25.0,1584.8
2962-XPMCQ,Yes,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 45.15, 'Total': '98.5'}",89.9,89.9
2967-MXRAV,No,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,"{'Monthly': 18.8, 'Total': '18.8'}",74.85,572.45
2968-SSGAA,Yes,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 100.6, 'Total': '1060.2'}",44.95,431
2969-QWUBZ,No,Female,0,No,No,2,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,"{'Monthly': 51.4, 'Total': '96.8'}",20.05,20.05
2969-VAPYH,No,Female,0,No,No,67,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),"{'Monthly': 60.5, 'Total': '3870'}",34.7,1604.5
2969-WGHQO,No,Female,0,Yes,Yes,7,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,"{'Monthly': 69.45, 'Total': '477.05'}",66.15,2522.4
2971-SGAFL,No,Female,0,No,No,13,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 78.75, 'Total': '995.35'}",20.2,50.6
2972-YDYUW,No,Female,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,"{'Monthly': 94.7, 'Total': '5468.95'}",19.9,601.55
2974-GGUXS,No,Female,1,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 91.95, 'Total': '3301.05'}",60.65,196.9
2977-CEBSX,No,Female,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),"{'Monthly': 90.05, 'Total': '5965.95'}",94.85,953.45
2978-XXSOG,No,Female,0,No,No,22,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,"{'Monthly': 59.05, 'Total': '1253.5'}",85.8,85.8
2979-SXESE,Yes,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,"{'Monthly': 94.4, 'Total': '1607.2'}",95.2,292.85
2982-IHMFT,Yes,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,"{'Monthly': 74.45, 'Total': '74.45'}",34.8,113.95
2982-VPSGI,Yes,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 94.0, 'Total': '1078.9'}",81.25,4620.4
2983-ZANRP,Yes,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 73.55, 'Total': '145.4'}",24.6,190.1
2984-AFWNC,No,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,"{'Monthly': 95.4, 'Total': '293.15'}",73.8,4003.85
2984-MIIZL,Yes,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 74.8, 'Total': '321.9'}",58.55,3503.5
2984-RGEYA,No,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),"{'Monthly': 19.75, 'Total': '1375.4'}",55.25,1924.1
2984-TBYKU,No,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),"{'Monthly': 104.9, 'Total': '7732.65'}",102.6,4213.35
2985-FMWYF,No,Female,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 93.5, 'Total': '2341.55'}",25.15,331.85
2985-JUUBZ,No,Male,0,Yes,Yes,40,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 74.55, 'Total': '3015.75'}",69.2,944.65
2987-BJXIK,No,Female,0,No,No,70,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,"{'Monthly': 84.7, 'Total': '5991.05'}",19.9,283.75
2988-GBIVW,No,Female,1,Yes,No,70,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 90.85, 'Total': '6470.1'}",93.8,4539.35
2988-PLAHS,No,Female,0,No,No,3,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,"{'Monthly': 69.95, 'Total': '220.45'}",55.4,55.4
2988-QRAJY,No,Male,0,No,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),"{'Monthly': 110.05, 'Total': '7430.75'}",69.95,69.95
2990-HWIML,Yes,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 89.5, 'Total': '573.3'}",55.9,3848.8
2990-IAJSV,No,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),"{'Monthly': 92.0, 'Total': '6632.75'}",88.8,88.8
2990-OGYTD,No,Female,0,Yes,No,67,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),"{'Monthly': 86.15, 'Total': '5883.85'}",25.85,25.85
2995-UPRYS,Yes,Female,1,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),"{'Monthly': 99.2, 'Total': '4062.2'}",73.75,545.15
2995-YWTCD,No,Female,0,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),"{'Monthly': 24.9, 'Total': '467.7'}",20.4,478.75
2996-XAUVF,No,Male,0,No,No,70,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,"{'Monthly': 40.05, 'Total': '2799.75'}",82.3,5815.15
2999-AANRQ,No,Female,0,No,No,21,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),"{'Monthly': 71.05, 'Total': '1524.85'}",89.85,248.4
3001-CBHLQ,Yes,Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 104.9, 'Total': '3351.55'}",75.9,357.75
3001-UNBTL,No,Male,1,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 103.95, 'Total': '2964.8'}",19.7,113.5
3002-WQZWT,No,Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 74.2, 'Total': '1993.25'}",19.75,246.7
3003-CMDUU,No,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 95.15, 'Total': '2395.7'}",19.9,942.95
3005-NFMTA,Yes,Male,1,No,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 98.8, 'Total': '5617.75'}",29.8,94.4
3005-TYFRD,No,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 103.65, 'Total': '5676.65'}",19.65,228.65
3006-XIMLN,Yes,Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 94.2, 'Total': '193.8'}",77.15,1759.4
3007-FDPEA,No,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 20.7, 'Total': '39.85'}",92.0,6474.4
3009-JWMPU,Yes,Male,0,No,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,"{'Monthly': 96.75, 'Total': '6125.4'}",103.1,6595
3011-WQKSZ,No,Male,0,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,"{'Monthly': 20.0, 'Total': '377.55'}",25.55,1336.1
3012-VFFMN,No,Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 20.65, 'Total': '158.95'}",111.6,6876.05
3014-WJKSM,No,Male,0,Yes,No,29,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 75.3, 'Total': '2263.4'}",60.95,134.6
3016-KSVCP,No,Male,0,Yes,No,29,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,"{'Monthly': 33.75, 'Total': '1009.25'}",20.3,20.3
3018-TFTSU,Yes,Male,0,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),"{'Monthly': 81.7, 'Total': '858.6'}",87.4,5918.8
3021-VLNRJ,No,Female,0,No,Yes,50,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),"{'Monthly': 70.8, 'Total': '3478.15'}",74.15,1387
3022-BEXHZ,No,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),"{'Monthly': 111.2, 'Total': '7530.8'}",94.75,1691.9
3023-GFLBR,Yes,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),"{'Monthly': 86.15, 'Total': '2745.7'}",78.1,947.3
3026-ATZYV,No,Female,0,Yes,Yes,37,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),"{'Monthly': 75.1, 'Total': '2658.8'}",104.3,2867.75
3027-YNWZU,No,Female,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),"{'Monthly': 25.0, 'Total': '1584.8'}",100.7,6018.65
3027-ZTDHO,Yes,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 89.9, 'Total': '89.9'}",107.65,7082.85
3030-YDNRM,No,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 74.85, 'Total': '572.45'}",20.0,810.3
3030-YZADT,Yes,Male,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,"{'Monthly': 44.95, 'Total': '431'}",50.1,910.45
3030-ZKIWL,No,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 20.05, 'Total': '20.05'}",49.05,91.1
3034-ZBEQN,Yes,Female,0,Yes,No,48,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,"{'Monthly': 34.7, 'Total': '1604.5'}",86.85,156.35
3038-PQIUY,No,Female,0,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 66.15, 'Total': '2522.4'}",19.95,82.9
3039-MJSLN,No,Male,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),"{'Monthly': 20.2, 'Total': '50.6'}",54.3,1296.8
3043-SUDUA,No,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),"{'Monthly': 19.9, 'Total': '601.55'}",90.95,5453.4
3043-TYBNO,No,Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,"{'Monthly': 60.65, 'Total': '196.9'}",85.2,627.4
3045-XETSH,Yes,Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 94.85, 'Total': '953.45'}",84.45,5899.85
3049-NDXFL,Yes,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,"{'Monthly': 85.8, 'Total': '85.8'}",55.8,274.35
3049-SOLAY,Yes,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 95.2, 'Total': '292.85'}",20.25, 
3050-GBUSH,No,Female,0,No,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 34.8, 'Total': '113.95'}",81.25,4639.45
3050-RLLXC,No,Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),"{'Monthly': 81.25, 'Total': '4620.4'}",25.8,1911.5
3055-MJDSB,No,Male,0,No,No,9,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,"{'Monthly': 24.6, 'Total': '190.1'}",24.05,1230.9
3055-OYMSE,No,Female,1,No,No,53,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 73.8, 'Total': '4003.85'}",20.3,467.15
3055-VTCGS,No,Female,0,No,No,63,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),"{'Monthly': 58.55, 'Total': '3503.5'}",52.15,2583.75
3057-VJJQE,No,Male,0,No,No,35,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,"{'Monthly': 55.25, 'Total': '1924.1'}",79.15,4018.55
3058-HJCUY,Yes,Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,"{'Monthly': 102.6, 'Total': '4213.35'}",25.6,485.9
3058-WQDRE,No,Male,0,No,No,13,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 25.15, 'Total': '331.85'}",80.55,188.1
3059-NGMXB,No,Male,0,Yes,Yes,14,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,"{'Monthly': 69.2, 'Total': '944.65'}",19.55,294.5
3061-BCKYI,No,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 19.9, 'Total': '283.75'}",44.85,2572.95
3062-ICYZQ,No,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 93.8, 'Total': '4539.35'}",97.75,6991.6
3063-QFSZL,Yes,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 55.4, 'Total': '55.4'}",98.0,6218.45
3066-RRJIO,Yes,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,"{'Monthly': 69.95, 'Total': '69.95'}",64.4,253
3067-SVMTC,No,Female,0,Yes,No,68,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),"{'Monthly': 55.9, 'Total': '3848.8'}",64.8,1175.6
3068-OMWZA,Yes,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,"{'Monthly': 88.8, 'Total': '88.8'}",85.35,489.45
3069-SSVSN,No,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Mailed check,"{'Monthly': 25.85, 'Total': '25.85'}",94.45,5124.6
3070-BDOQC,No,Female,0,No,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,"{'Monthly': 99.65, 'Total': '5941.05'}",88.35,1222.8
3070-DVEYC,Yes,Male,1,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,"{'Monthly': 73.75, 'Total': '545.15'}",49.15,270.8
3070-FNFZQ,No,Female,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),"{'Monthly': 20.4, 'Total': '478.75'}",93.25,6669.45
3071-MVJCD,No,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),"{'Monthly': 82.3, 'Total': '5815.15'}",19.6,189.45
3071-VBYPO,No,Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,"{'Monthly': 89.85, 'Total': '248.4'}",88.05,6425.65
3074-GQWYX,Yes,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 75.9, 'Total': '357.75'}",24.95,1718.35
3077-RSNTJ,No,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 19.7, 'Total': '113.5'}",20.1,20.1
3078-ZKNTS,No,Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),"{'Monthly': 19.75, 'Total': '246.7'}",20.5,1198.8
3079-BCHLN,No,Male,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),"{'Monthly': 19.9, 'Total': '942.95'}",19.25,48.35
3082-VQXNH,No,Male,0,Yes,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),"{'Monthly': 29.8, 'Total': '94.4'}",96.0,174.8
3082-WQRVY,No,Male,1,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,"{'Monthly': 19.65, 'Total': '228.65'}",46.3,2546.85
3082-YVEKW,No,Female,0,Yes,Yes,23,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),"{'Monthly': 77.15, 'Total': '1759.4'}",90.05,3097
3084-DOWLE,No,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),"{'Monthly': 92.0, 'Total': '6474.4'}",65.85,3928.3
3085-QUOZK,Yes,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,"{'Monthly': 43.95, 'Total': '43.95'}",100.15,5409.75
3086-RUCRN,No,Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 103.1, 'Total': '6595'}",92.55,4779.45
3088-FVYWK,No,Male,0,Yes,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),"{'Monthly': 25.55, 'Total': '1336.1'}",70.0,347.4
3088-LHEFH,No,Female,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 79.0, 'Total': '929.3'}",53.75,3196
3090-HAWSU,Yes,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),"{'Monthly': 111.6, 'Total': '6876.05'}",45.85,45.85
3090-LETTY,No,Male,0,No,Yes,2,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),"{'Monthly': 60.95, 'Total': '134.6'}",86.45,5175.3
3090-QFUVD,No,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),"{'Monthly': 20.3, 'Total': '20.3'}",101.15,3741.85
3091-FYHKI,Yes,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 35.45, 'Total': '35.45'}",104.95,6236.75
